qnum,topic,prompt,choices,answer_index,hint,explanation,difficulty_label,difficulty_level
68,심혈관 응급,코에 벌레가 들어갔다.,"[""면봉으로 밀어낸다"", ""과도한 조작 금지, 의료기관 권장"", ""스프레이로 강하게 분사"", ""가려우면 바늘로 긁어 진물을 빼야 낫는다""]",2,긁기·자극은 2차 감염을 부를 수 있어요. 냉찜질·관찰 등 기본 대처를 떠올리세요.,점막 손상·흡인 위험.,쉬움,1
69,치아·구강 응급·위생,표백제 등 화학물질을 삼켰다.,"[""억지로 토하게 한다"", ""우유를 무조건 먹인다"", ""즉시 119/중독상담, 라벨 정보 전달"", ""전통요법을 먼저 시행하면 더 안전하다""]",3,"건조 화학물질은 먼저 털어내고, 물/비누로 충분히 씻는 것이 원칙입니다.",유도 구토는 위험할 수 있습니다.,쉬움,1
70,온열·저체온,가스 냄새가 진하게 난다.,"[""전등을 켠다"", ""불꽃 금지·환기·밸브 잠그고 밖으로 대피 후 신고"", ""향초로 냄새 제거"", ""전통요법을 먼저 시행하면 더 안전하다""]",2,점화원 차단→환기→밸브 잠금→대피→신고의 순서를 떠올리세요.,점화원 차단이 최우선입니다.,쉬움,1
71,영양·식습관,성인에게 대체로 권장되는 수면 시간은?,"[""4~5시간"", ""7~9시간"", ""10~12시간"", ""취침 직전 밝은 화면을 보면 쉽게 잠든다""]",2,취침 1시간 전 스크린 타임을 줄이면 수면 질이 좋아집니다.,개인차는 있으나 이 범위가 흔히 권장됩니다.,어려움,3
72,운동·자세·근골격,늦은 밤 카페인 섭취는?,"[""수면에 영향 거의 없음"", ""잠들기 어렵게 하므로 피하는 게 좋다"", ""숙면을 돕는다"", ""늦은 밤에도 카페인은 수면에 거의 영향이 없다""]",2,섭취 시간과 개인 차이를 고려하세요—특히 저녁·밤에는 피하는 것이 좋습니다.,각성효과가 지속될 수 있어요.,쉬움,1
73,수면·정신건강,수분 섭취에 관한 설명으로 옳은 것은?,"[""갈증 없으면 전혀 필요 없다"", ""활동·날씨에 따라 충분히 ‘나눠’ 마신다"", ""당음료로 대체해도 된다"", ""취침 직전 밝은 화면을 보면 쉽게 잠든다""]",2,노인은 갈증 인지가 떨어질 수 있어 소변량·입 마름 같은 객관적 신호를 보세요.,물·무가당 음료가 기본입니다.,쉬움,1
74,눈·귀·피부·자외선,가공육에 대한 설명,"[""나트륨·첨가물이 많아 과량 섭취 주의"", ""단백질이라 마음껏"", ""생선보다 항상 건강"", ""흐린 날에는 차단제를 바를 필요가 전혀 없다""]",1,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,라벨 확인과 섭취 빈도 조절이 필요합니다.,어려움,3
75,운동·자세·근골격,식이섬유가 풍부한 것은?,"[""흰빵"", ""통곡물·채소·콩류"", ""설탕"", ""화면은 낮을수록 좋으니 고개를 깊게 숙여 본다""]",2,식이섬유·수분·활동의 ‘3요소’를 점검해 보세요.,포만감·장 건강에 도움됩니다.,쉬움,1
76,수면·정신건강,당류 섭취를 줄이는 쉬운 방법은?,"[""음료를 물/무가당으로 바꾸기"", ""과자 양 늘리기"", ""라벨을 보지 않기"", ""취침 직전 밝은 화면을 보면 쉽게 잠든다""]",1,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,숨은 당(음료)이 큰 비중을 차지합니다.,쉬움,1
77,운동·자세·근골격,체중 관리에 좋은 습관,"[""불규칙 식사"", ""늦은 밤 과식"", ""규칙적 식사·활동량 늘리기"", ""화면은 낮을수록 좋으니 고개를 깊게 숙여 본다""]",3,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,작은 꾸준함이 중요합니다.,보통,2
78,수면·정신건강,비교적 건강한 간식 예시는?,"[""과일·견과 소량"", ""설탕 든 에너지음료"", ""과자 위주"", ""취침 직전 밝은 화면을 보면 쉽게 잠든다""]",1,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,과도한 당·지방은 피하세요.,보통,2
79,운동·자세·근골격,운동은 어떻게 하는 게 좋을까?,"[""유산소만"", ""유산소+근력 병행"", ""운동보다 영양제가 낫다"", ""화면은 낮을수록 좋으니 고개를 깊게 숙여 본다""]",2,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,근력은 대사·자세 개선에 중요합니다.,보통,2
80,수면·정신건강,허리 다치지 않게 물건 들기,"[""허리만 굽혀 든다"", ""무릎을 굽혀 몸 가까이서 든다"", ""아무렇게나 든다"", ""취침 직전 밝은 화면을 보면 쉽게 잠든다""]",2,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,척추 부하를 줄이는 자세입니다.,보통,2
81,운동·자세·근골격,장시간 앉아 있을 때,"[""30~60분마다 일어나 가볍게 움직인다"", ""하루 종일 앉아도 무관"", ""스트레칭은 해롭다"", ""화면은 낮을수록 좋으니 고개를 깊게 숙여 본다""]",1,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,혈액순환·근골격 부담을 줄입니다.,보통,2
82,수면·정신건강,비타민 D에 대한 설명,"[""적당한 햇빛·식품·보충제로 보완 가능"", ""햇빛은 무의미"", ""보충제만 답"", ""비타민을 많이 먹으면 감기를 완전히 예방한다""]",2,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,과·소 노출 모두 주의가 필요합니다.,보통,2
83,운동·자세·근골격,전자담배는 완전히 안전하다?,"[""그렇다"", ""니코틴·유해물질 위험이 있어 금연이 최선"", ""필터 담배만 위험하다"", ""전자담배는 완전히 무해하므로 계속 사용해도 된다""]",2,가장 안전한 선택은 금연입니다—니코틴·유해물질 노출을 생각해 보세요.,가장 안전한 선택은 금연입니다.,보통,2
84,수면·정신건강,음주가 수면에 미치는 영향,"[""질을 높인다"", ""수면 구조를 방해해 질을 떨어뜨린다"", ""영향 없다"", ""취침 직전 밝은 화면을 보면 쉽게 잠든다""]",2,취침 1시간 전 스크린 타임을 줄이면 수면 질이 좋아집니다.,각성·수면 분절을 유발합니다.,보통,2
85,운동·자세·근골격,소금 섭취 줄이는 방법,"[""국물은 남기기"", ""소금 추가"", ""젓갈·장아찌 늘리기"", ""화면은 낮을수록 좋으니 고개를 깊게 숙여 본다""]",1,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,국물에 나트륨이 많습니다.,어려움,3
86,수면·정신건강,급성 염좌 초기엔?,"[""냉찜질이 일반적"", ""온찜질"", ""무조건 운동"", ""취침 직전 밝은 화면을 보면 쉽게 잠든다""]",1,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,부기·통증을 줄입니다.,어려움,3
87,운동·자세·근골격,아침 식사에 대한 올바른 이해,"[""먹으면 살찐다"", ""개인차 있으나 규칙적 패턴이 도움"", ""반드시 해롭다"", ""화면은 낮을수록 좋으니 고개를 깊게 숙여 본다""]",2,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,본인 리듬에 맞춘 규칙성이 중요합니다.,어려움,3
88,수면·정신건강,수면 위생으로 옳은 것은?,"[""취침 전 스마트폰 사용을 줄인다"", ""침대에서 업무·공부 병행"", ""낮잠 3시간"", ""취침 직전 밝은 화면을 보면 쉽게 잠든다""]",2,취침 1시간 전 스크린 타임을 줄이면 수면 질이 좋아집니다.,빛·각성이 수면을 방해합니다.,어려움,3
89,감기·호흡기 오해,체중 감량은 어떻게 하는 것이 안전한가?,"[""빠를수록 좋다"", ""서서히·지속 가능한 습관이 중요"", ""굶기가 최고"", ""증상이 좋아지면 항생제는 바로 중단해도 된다""]",2,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,무리한 감량은 요요·건강 악화 위험.,어려움,3
90,감기·호흡기 오해,단백질 섭취 원칙,"[""모두 과다 섭취"", ""개인 상태·활동에 맞춰 균형 있게"", ""탄수화물은 완전 배제"", ""증상이 좋아지면 항생제는 바로 중단해도 된다""]",2,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,‘균형’이 핵심입니다.,어려움,3
91,의약품·복약 안전,어린이 해열제 사용 원칙,"[""체중 기반 용량을 지킨다"", ""성인 용량을 준다"", ""무제한 투여"", ""전통요법을 먼저 시행하면 더 안전하다""]",1,성분·용량·상호작용·보관 원칙을 점검해 보세요.,과소·과다 복용 모두 위험합니다.,쉬움,1
92,의약품·복약 안전,약 보관 장소로 적절한 것은?,"[""욕실"", ""직사광선 피한 건조·서늘한 곳"", ""자동차 안"", ""겉면만 익히거나 따뜻하면 대체로 안전하다""]",2,"‘2시간 규칙’과 4℃ 이하 냉장, 교차오염 방지의 기본을 생각해 보세요.",습기·고온은 약을 변질시킵니다.,쉬움,1
93,의약품·복약 안전,시럽약 용량 계량은?,"[""아무 숟가락"", ""전용 스푼/컵/주사기 사용"", ""눈대중"", ""전통요법을 먼저 시행하면 더 안전하다""]",2,성분·용량·상호작용·보관 원칙을 점검해 보세요.,부정확한 계량은 위험합니다.,쉬움,1
94,의약품·복약 안전,유통기한 지난 약,"[""조금은 괜찮다"", ""폐기·약국 수거함 이용"", ""더 강력해진다"", ""유통기한 지난 약은 효과가 더 강해진다""]",2,효과·안전성 불확실—수거함 등으로 안전하게 폐기합니다.,효과·안전성 미보장입니다.,쉬움,1
95,의약품·복약 안전,아세트아미노펜 과다 복용 시,"[""간 손상 위험"", ""전혀 안전"", ""졸림만 온다"", ""전통요법을 먼저 시행하면 더 안전하다""]",1,성분·용량·상호작용·보관 원칙을 점검해 보세요.,표시 용량을 준수하세요.,보통,2
96,의약품·복약 안전,이부프로펜 등 NSAIDs 복용 팁,"[""식후·지시에 따라 복용"", ""공복 고용량"", ""우유만 함께"", ""공복에 고용량으로 먹어야 효과가 더 좋다""]",2,위장·신장 위험—식후 복용과 기저질환 상담 원칙을 떠올리세요.,위장 자극·신장 영향에 주의합니다.,보통,2
97,의약품·복약 안전,1세대 항히스타민제의 흔한 부작용,"[""졸림 가능, 운전 주의"", ""각성"", ""전혀 없음"", ""전통요법을 먼저 시행하면 더 안전하다""]",1,성분·용량·상호작용·보관 원칙을 점검해 보세요.,라벨 경고를 확인하세요.,보통,2
98,의약품·복약 안전,자몽주스와 약물,"[""일부 약과 상호작용 가능"", ""전혀 상관없다"", ""건강에 최고"", ""자몽은 어떤 약과도 상호작용이 없다""]",2,일부 약 대사에 영향을 줍니다—라벨·복약지도를 확인하세요.,복약지도·의사 상담이 필요합니다.,보통,2
99,의약품·복약 안전,항생제와 피임약 상호작용,"[""모든 항생제가 영향 준다"", ""일부(예: 리팜핀계)는 영향 가능"", ""전혀 없다"", ""증상이 좋아지면 항생제는 바로 중단해도 된다""]",2,감기의 주된 원인(바이러스 vs 세균)과 항생제가 작용하는 대상을 구분해 보세요.,개별 약 정보를 확인하세요.,어려움,3
100,의약품·복약 안전,점안제 사용법으로 맞는 것은?,"[""병 끝이 눈에 닿지 않게 점안"", ""닿아야 효과"", ""함께 돌려쓴다"", ""병 끝이 눈에 닿아야 약이 잘 들어간다""]",1,병 끝이 눈·피부에 닿지 않게—오염을 막는 것이 핵심입니다.,오염을 막아야 합니다.,어려움,3
101,화상·일광화상,연고·크림 사용,"[""상처 깊어도 마음대로"", ""라벨의 용도·용량 준수"", ""얼굴엔 아무 연고나"", ""치약이나 된장을 얇게 바르면 열이 빠진다""]",1,성분·용량·상호작용·보관 원칙을 점검해 보세요.,성분별 적응증이 다릅니다.,어려움,3
102,화상·일광화상,진통제 중복 복용,"[""성분 다르면 동시에 OK"", ""중복 성분 확인 필수"", ""많이 먹을수록 좋다"", ""치약이나 된장을 얇게 바르면 열이 빠진다""]",2,라벨에서 같은 성분(특히 아세트아미노펜) 중복 여부를 확인하세요.,간·신장 독성 위험이 있습니다.,어려움,3
103,코피·비강 응급,임신 중 약 복용,"[""임의 복용 금지, 전문의 상담"", ""감기약은 전부 안전"", ""민간약이면 안전"", ""머리를 뒤로 젖혀 피가 목으로 넘어가게 한다""]",2,성분·용량·상호작용·보관 원칙을 점검해 보세요.,태아·모체 안전을 우선합니다.,보통,2
104,코피·비강 응급,항생제 복용 중 증상이 좋아졌다.,"[""처방대로 마무리"", ""바로 중단"", ""지인에게 나눠준다"", ""증상이 좋아지면 항생제는 바로 중단해도 된다""]",1,감기의 주된 원인(바이러스 vs 세균)과 항생제가 작용하는 대상을 구분해 보세요.,내성·재발 위험이 있어요.,보통,2
105,코피·비강 응급,국소 스테로이드 연고,"[""지시에 맞게 쓰면 염증 완화에 유용"", ""피부에 절대 사용 금지"", ""많이 바를수록 안전"", ""머리를 뒤로 젖혀 피가 목으로 넘어가게 한다""]",2,부위·기간·용량 준수가 안전합니다.,기간·부위·용량을 지키세요.,보통,2
106,감염병·손위생,생고기와 채소 조리는?,"[""같은 도마·칼 사용"", ""교차오염 방지 위해 분리 사용"", ""손 씻을 필요 없음"", ""전통요법을 먼저 시행하면 더 안전하다""]",2,손 위생·마스크·온도/시간/교차오염 등 기본 위생 원칙을 떠올리세요.,세균 전파를 줄입니다.,쉬움,1
107,식품 안전·보관,냉동육 해동 방법,"[""실온 방치"", ""냉장·흐르는 찬물·전자레인지"", ""뜨거운 물"", ""겉면만 익히거나 따뜻하면 대체로 안전하다""]",2,손 위생·마스크·온도/시간/교차오염 등 기본 위생 원칙을 떠올리세요.,실온은 세균 증식 위험이 큽니다.,쉬움,1
108,손 위생·소독제,달걀·가금류 안전 섭취,"[""완전히 익혀 먹는 것이 안전"", ""반숙·생식은 항상 안전"", ""껍데기 깨끗하면 생식 OK"", ""소독을 위해 소주를 물에 희석해 부으면 안전하다""]",2,손 위생·마스크·온도/시간/교차오염 등 기본 위생 원칙을 떠올리세요.,살모넬라 등 위험을 줄입니다.,쉬움,1
109,감염병·손위생,상한 음식 판별,"[""냄새만 맡으면 충분"", ""표기 확인·의심되면 폐기"", ""소금으로 살균"", ""전통요법을 먼저 시행하면 더 안전하다""]",2,손 위생·마스크·온도/시간/교차오염 등 기본 위생 원칙을 떠올리세요.,냄새·맛만으로는 한계가 있어요.,쉬움,1
